,Algo_Name,RMSE,MAE
0,PMF,1.0082714472172258,0.7785504565928318
1,user_cosine,0.9222083649722576,0.7067243175587339
2,user_msd,0.9185946490741366,0.7031203244128402
3,user_pearson,0.923072067212553,0.7035413507359526
4,item_cosine,0.9240342604426806,0.707806121639783
5,item_msd,0.9124209367392352,0.6989172912705464
6,item_pearson,0.927667984552689,0.7067563798681524
